140	0x9850x9ae0x9f00x9be	1
10454	0x9ad0x9be0x9ac0x9be0x9f00x9cd0x9a5	3
12038	0x99a0x9bf0x9b90x9be	3
16740	0x9ae0x9c20x9b20x9950x9a50x9be	3
16791	0x9ae0x9f00x9cd0x9ae0x9950x9a50x9be	3
17968	0x9ab0x9b20x9bf0x9a40x9be0x9f00x9cd0x9a5	3
18883	0x9a80x9bf0x9f00x9cd0x9af0x9be0x9b8	3
23968	0x9b80x9be0x9f00x9950x9a50x9be	3
30045	0x9b80x9be0x9f00x9f10x9a40x9cd0x9a40x9be	3
35513	0x9970x9c20x9dd0x9950x9a50x9be	3
38306	0x9b80x9820x9950x9cd0x9b70x9bf0x9aa0x9cd0x9a40x9b80x9be0x9f0	3
38368	0x9a50x9c10x9b20x9ae0x9c10x9b2	3
1007	0x9a80x9c7	4
10575	0x9970x9cd0x9f00x9b90x9a30x9950x9f00x9cd	4
19089	0x9b90x9cb0x981	4
30849	0x9ae0x9cb0x9f00x9ac0x9cb0x9b20x9cd	4
16222	0x9aa0x9cd0x9f00x9ac0x9c70x9b60x9be0x9a70x9bf0x9950x9be0x9f0	5
1844	0x9b80x99e0x9cd0x99a0x9df	8
9416	0x99c0x9970x9f00x9c00x9df0x9be	9
9417	0x9860x99a0x9be0x9ae0x9c0	9
14011	0x9aa0x9a60x9950x9c00x9df0x9be	9
25456	0x9a60x9cb0x9b70x9be0x9f00x9cb0x9aa0x9bf0x9a4	9
25457	0x9a60x9cb0x9b70x9970x9cd0x9f00x9b80x9cd0x9a4	9
25458	0x9ac0x9a60x9c00x9df0x9be	9
29620	0x9aa0x9cd0x9f00x9a40x9cd0x9af0x9f00x9cd0x9a50x9c0	9
39368	0x9aa0x9cd0x9f00x9a40x9bf0x9ac0x9be0x9a60x9c0	9
4465	0x9950x9be0x9a30x9cd0x9a1	10
12013	0x9950x9be0x99c	10
32113	0x9950x9f00x9a3	10
32114	0x9950x9c30x9a40x9bf	10
14805	0x9950x9cd0x9f00x9bf0x9df0x9be0x9b60x9c00x9b2	11
15034	0x9950x9f00x9cd0x9ae0x9950x9cd0x9b70x9ae	11
20223	0x99c0x9be0x9970x9f00x9bf0x9a4	11
22600	0x9aa0x9cd0x9f00x9ac0x9c10x9a60x9cd0x9a7	11
25434	0x9950x9f00x9cd0x9ae0x9f00x9a4	11
26451	0x99c0x9be0x9970x9c30x9a4	11
29389	0x9a40x9a40x9cd0x200d0x9aa0x9f0	11
38312	0x9890x99a0x9cd0x99b0x9b2	11
27673	0x9950x9f00x9cd0x9ae0x9950x9be0x9a30x9cd0x9a1	12
27674	0x9950x9f00x9cd0x9ae0x9cd0x9ae0x9950x9be0x9a30x9cd0x9a1	12
28595	0x9950x9be0x9f00x9ac0x9be0x9f0	12
40317	0x9950x9cd0x9f00x9bf0x9df0x9be0x9950x9b20x9be0x9aa	12
9558	0x9b80x9820x9af0x9cb0x997	14
34795	0x9af0x9cb0x99c0x9a8	14
38477	0x9a40x9c70x9f00x9bf0x99c	14
38478	0x9a40x9c70x9f00x9c70x99c	14
1231	0x9aa0x9f00x9bf0x9b60x9bf0x9b70x9cd0x99f	15
3544	0x9ae0x9be0x9a40x9cd0x9f00x9be0x9a70x9bf0x995	15
7645	0x9930x9aa0x9f00x99e0x9cd0x99a0x9bf	15
9768	0x9890x9a60x9cd0x9ac0x9c30x9a40x9cd0x9a4	15
11080	0x9850x9a40x9cd0x9af0x9a80x9cd0x9a4	15
11799	0x9890x9aa0x9f00x9c00x9df0x9be	15
11803	0x9890x9aa0x9f00x9c10x9f10x9be	15
15390	0x9a80x9bf0x9f00x9a40x9bf0x9b60x9df	15
19309	0x9860x9a40x9cd0x9af0x9a80x9cd0x9a40x9bf0x995	15
20318	0x9850x9a40x9cd0x9af0x9a70x9bf0x995	15
20774	0x9f00x9be0x9b90x9bf	15
21434	0x9ab0x9be0x99c0x9bf0x9b2	15
29739	0x9ac0x9be0x9dd0x9a40x9bf	15
31583	0x9aa0x9cd0x9f00x9df0x9cb0x99c0x9a80x9be0x9a70x9bf0x995	15
31585	0x9aa0x9cd0x9f00x9df0x9cb0x99c0x9a80x9be0x9a40x9bf0x9f00x9bf0x9950x9cd0x9a4	15
35945	0x9850x9a40x9bf0x9ae0x9be0x9a40x9cd0x9f00x9be0x9df	15
37974	0x9a40x9be0x9f00x9bf	15
39814	0x9890x9aa0x9be0x9a70x9bf0x995	15
40332	0x9850x9a40x9bf0x9ac0x9c70x99b0x9bf	15
10133	0x9850x9f10x9b80x9cd0x9a50x9bf0x9a40x9bf	16
22587	0x9ae0x9cb0x9950x9be0x9ae	16
26756	0x9a50x9bf0x9a4	16
41401	0x9ae0x9be0x9a80x9cd0x9af0x9a40x9be0x9aa0x9cd0x9f00x9a60x9be0x9a80x9950x9f00x9cd	17
13879	0x98f0x9f00x20190x9aa0x9cd0x9b20x9c70x9a80x9cd	18
18953	0x9ac0x9be0x9df0x9c10x9af0x9be0x9a8	18
19938	0x9860x9950x9be0x9b60x9c00x9af0x9be0x9a8	18
11908	0x9890x9f00x9a3	19
26719	0x9aa0x9be0x99b0x9a4	20
27846	0x9aa0x9f00x9a40x9cd0x9f00x9c7	20
30104	0x9850x9a80x9a80x9cd0x9a40x9f00x9c7	20
20320	0x9ac0x9bf0x9f00x9c10x9a60x9cd0x9a70x9c7	21
20327	0x9aa0x9cd0x9f00x9a40x9bf0x9950x9c20x9b20x9c7	21
20328	0x9ac0x9bf0x9f00x9c20x9aa0x9c7	21
20331	0x9850x9b90x9bf0x9a40x9c7	21
36819	0x9ac0x9bf0x9f00x9cb0x9a70x9c7	21
254	0x9860x9df0x9c10x9b8	22
23318	0x9860x9df0x9c1	22
11494	0x9950x9be0x9f00x9cd0x9af0x9950x9cd0x9f00x9ae	23
11495	0x9950x9be0x9f00x9cd0x9af0x9cd0x9af0x9950x9cd0x9f00x9ae	23
11496	0x9950x9be0x9f00x9cd0x9af0x9950x9cd0x9f00x9ae0x9a30x9bf0x9950x9be	23
16742	0x9950x9c30x9b70x9bf0x9950x9f00x9cd0x9ae	24
25164	0x9950x9bf0x9f00x9bf0x9b70x9a30x9be	24
29055	0x99a0x9b9	24
32512	0x9b90x9b20x9950x9f00x9cd0x9ae	24
32513	0x9950x9cd0x9b70x9c70x9a40x9cd0x9f00x9950x9f00x9cd0x9ae	24
34542	0x9860x9ac0x9be0x9a6	24
21683	0x9950x9ae0x9b20x9bf	25
21751	0x9950x9be0x9ae0x9b20x9bf	25
21752	0x9a50x9990x9be	25
31126	0x9a70x9c10x99a0x9be	25
9870	0x9850x9a80x9bf0x9b2	26
19442	0x9850x9970x9cd0x9a80x9bf0x9b80x996	26
19694	0x99c0x9970x9a60x9cd0x9ac0x9b2	26
19695	0x99c0x9970x9a40x9be0x9df0x9c1	26
28109	0x9ae0x9f00x9c10x9a40x9cd0x9ac0x9bf	26
36901	0x9850x9970x9cd0x9a80x9bf0x9b80x9960x9be	26
10881	0x9ac0x9bf0x9ae0x9be0x9a80x9ac0x9be0x9b90x9bf0x9a80x9c0	27
6586	0x9b80x9ae0x9b80x9cd0x9a4	29
7507	0x9b80x9ae0x9970x9cd0x9f0	29
16348	0x9860x99f0x9be0x987	29
24200	0x9b80x9ac0x9cd	29
26299	0x9b80x9f00x9cd0x9ac	29
35740	0x9b80x9a60x9cc0x99f0x9bf	29
39431	0x9b80x9f00x9cd0x9ac0x99c0x9a8	29
39188	0x9ac0x9a30x9cd0x99f0x9a8	30
3984	0x9850x9a80x9c10x9ae0x9a40x9bf0x9a60x9c7	31
16895	0x9870x9a40x9bf0x9aa0x9c20x9f00x9cd0x9ac0x9c7	33
21293	0x9950x9b20x9cd0x9aa0x9be0x9a80x9cd0x9a40x9f0	35
23332	0x9890x9aa0x9be0x9df0x9be0x9a80x9cd0x9a40x9f0	35
25950	0x9970x9a40x9cd0x9af0x9a80x9cd0x9a40x9f0	35
14970	0x9ac0x9f00x9950x99f0x9950x9c0	36
102	0x9850x9aa0x9cd0x9f00x99a0x9b20x9bf0x9a4	40
10275	0x9aa0x9c10x9f00x9be0x9a40x9a80x9c00x9df0x9be	40
12179	0x9aa0x9c10x9f00x9be0x9a40x9a8	40
23975	0x9850x9a40x9c00x99c	40
27352	0x99a0x9be0x9ac0x9c70x995	40
27353	0x99b0x9be0x9ac0x9c70x995	40
37513	0x9860x9970x9f00x9a60x9bf0x9a80x9f0	40
37514	0x9850x9a40x9c00x99c0x9f0	40
37633	0x9aa0x9cd0x9f00x9a40x9cd0x9a8	40
41555	0x9aa0x9c10x9f00x9a30x9be	40
14854	0x9860x9f0	41
14855	0x9860x9f00x9cb	41
20476	0x9a40x9a50x9be	41
37620	0x99c0x9be0x9f00x9bf0x9950x9f00x9cd	43
42245	0x99c0x9be0x9b90x9bf0x9f00x9950x9f00x9cd	43
4	0x9850x9870x9a8	44
30053	0x9850x9aa0x9f0	44
20741	0x9aa0x9cd0x9f00x9a40x9cd0x9af0x9c10x9950x9cd0x9a40x9bf	45
24042	0x9b80x9ae0x9bf0x9a70x9be0x9a8	45
26069	0x99c0x9ac0x9be0x9ac	45
1932	0x9aa0x9bf0x9aa0x9c00x9b20x9bf0x9950x9be	46
15263	0x9aa0x9bf0x9aa0x9f00x9be	46
32754	0x9aa0x9bf0x9ae0x9cd0x9aa0x9f00x9be	46
39633	0x9af0x9bf0x9b90x9950x9c70x9aa0x9be0x9df0x9a40x9bf0x9b90x9950x9c7	47
44177	0x98f0x9820x9950x9f00x9bf0x9ac0x9c70x9820x9950x9f00x9bf	47
20324	0x9950x9be0x9b70x99a0x9be0x9aa	50
35080	0x9a60x9cd0x9ac0x9be0x9f00x9b80x9cd0x9a50x9b9	50
35081	0x9b80x9ae0x9c00x9aa0x9b20x9c80x9860x9b9	50
22792	0x9ad0x9c10x99c	52
42427	0x9ac0x9be0x9890x9b80x9c0	52
25785	0x9ac0x9be0x9b90x9bf0x9a80x9c0	53
26445	0x99c0x9990x9cd0x9970x9c0	53
1701	0x9af0x9c70x9a80x9c7	54
12025	0x9af0x9a50x9be	54
13771	0x9af0x9be0x9a60x9c30x9b6	54
13772	0x9af0x9c70x9a80x9c70x9950x9c10x9f10x9be	54
13773	0x9af0x9c70x9a80x9c70x9950x9c8	54
13774	0x9af0x9c70x9a80x9c10x9f10x9be	54
12546	0x9aa0x9cb0x99b0x9cd	55
12547	0x99c0x9bf0x99c0x9cd0x99e0x9be0x9b80x9be0x9950x9f00x9cd	55
31902	0x9850x9b80x9ae0x9c0	56
31903	0x9850x9b80x9ae0x9be	56
31904	0x9860x9b80x9be0x9ae	56
15595	0x9b20x9bf0x99f0x9bf0x9950x9be0x987	57
15596	0x9b20x9bf0x99f0x9bf0x9950x9be	57
16053	0x9850x9a70x9bf0x9f00x9be0x99c	60
22234	0x9aa0x9be0x99f0x99a0x9be	60
22236	0x9aa0x9be0x99f0x99a0x9be0x9b9	60
22238	0x9aa0x9be0x9a40x9cd0x9b60x9be	60
24358	0x9850x9a70x9c00x9b60x9cd0x9ac0x9f0	60
40194	0x9ac0x9be0x9a60x99b0x9be0x9b9	60
41711	0x9f00x9be0x99c0x9c70x9a80x9cd0x9a60x9cd0x9f0	60
41712	0x9f00x9be0x99c0x9b60x9c70x9960x9f0	60
41713	0x99a0x9950x9cd0x9f00x9f10x9f00x9cd0x9a40x9cd0x9a40x9c00x9f00x99c0x9be	60
41833	0x9f00x9be0x99c0x9be0x9a70x9bf0x9f00x9be0x99c	60
43462	0x9f00x9be0x99c0x99a0x9950x9cd0x9f00x9f10x9f00x9cd0x9a40x9c0	60
44206	0x9aa0x9c70x9b90x9c00x9a60x9c70x989	62
3993	0x9b80x9c10x9b20x9ad	63
9313	0x9890x9aa0x9b20x9ad0x9cd0x9af	63
9314	0x9b80x9b90x99c0x9b20x9ad0x9cd0x9af	63
9315	0x9aa0x9cd0x9f00x9be0x9aa0x9cd0x9a40x9bf0x9b80x9be0x9a70x9cd0x9af	63
39930	0x9b90x9be0x9a40x9c70x9a20x9c10x9950x9bf0x9aa0x9cb0x9f10x9be	63
16685	0x9850x9aa0x9cd0x9f00x9b60x9b80x9cd0x9a4	65
21868	0x9950x9c1	65
21869	0x9ac0x9a60x9cd	65
28534	0x9860x9a50x9be0x9a8	65
39154	0x9850x9a80x9c10x9a40x9cd0x9a40x9ae	65
8328	0x9950x9c80x9ab0x9bf0x9df0x9ce	66
9768	0x9890x9a60x9cd0x9ac0x9c30x9a40x9cd0x9a4	66
20774	0x9f00x9be0x9b90x9bf	66
22015	0x9ac0x9be0x9a60x9ac0x9be0x9950x9c0	66
28321	0x9850x9a80x9be0x9a60x9be0x9df	66
43284	0x9b90x9be0x9a40x9c70x99c0x9ae0x9be	66
5635	0x9950x9b20x9be	67
20997	0x9950x9a60x9b20x9c0	67
44002	0x9950x9b20x9970x99b	67
5064	0x9860x9a70x9be0x9f0	68
19023	0x9ad0x9bf0x9a40x9cd0x9a40x9bf	68
26327	0x9ad0x9c70x99f0x9bf	68
30183	0x9ad0x9bf0x9a00x9bf	68
30184	0x9ad0x9bf0x9a00x9be	68
31950	0x9ad0x9bf0x9a40x9cd0x9a40x9bf0x9ae0x9c20x9b2	68
21337	0x9970x9cb0x99a0x9b2	70
34203	0x99c0x9cb0x9ac0x9cb0x9f00x9be0x9ae0x9f00x9be	70
34204	0x9b80x9cd0x9a80x9be0x9aa0x9a8	70
14231	0x9b80x9cd0x9a80x9be0x9a80x9be0x9970x9be0x9f0	71
14240	0x9ac0x9be0x9a50x9f00x9c10x9ae	71
21036	0x9970x9cb0x99a0x9b20x9960x9be0x9a80x9be	71
14170	0x9ac0x9c70x9a10x9f00x9c10x9ae	72
22758	0x9b60x9df0x9a80x9950x9950x9cd0x9b7	72
22759	0x9b60x9af0x9cd0x9af0x9be0x9970x9c30x9b9	72
22760	0x9b60x9df0x9a80x9970x9c30x9b9	72
22761	0x9b60x9cb0x9f10x9be0x9980x9f0	72
24312	0x9b60x9df0x9a80x9950x9c10x99f0x9bf0x9f0	72
24313	0x9b60x9df0x9a80x9be0x9970x9be0x9f0	72
24314	0x9b60x9df0x9a80x9ae0x9a80x9cd0x9a60x9bf0x9f0	72
10164	0x9ae0x9a70x9c10x9950x9f0	73
10470	0x9ae0x9a70x9c10x9a60x9950x9cd0x9b70x9bf0x9950x9be	73
10471	0x9ae0x9a70x9c10x9aa	73
14603	0x9ae0x9a70x9c10x9ae0x9950x9cd0x9b70x9bf0x9950x9be	73
14866	0x9ae0x9a70x9c10x9ac0x9cd0x9f00x9a4	73
14867	0x9ae0x9a70x9c10x9b20x9bf0x99f	73
14868	0x9ae0x9a70x9c10x9b20x9bf0x9b9	73
14869	0x9ae0x9a70x9c10x9ad0x9c30x9ce	73
14870	0x9ae0x9a70x9c10x9b20x9c70x9b90x9c0	73
15160	0x9860x9f00x9cd0x9980x9be	73
23093	0x9ae0x9be0x9960x9bf0x9ae0x9cc	73
32948	0x9aa0x9c10x9b70x9cd0x9aa0x9950x9c00x99f	73
32949	0x9aa0x9c10x9b70x9cd0x9aa0x9b20x9bf0x9b9	73
41934	0x9ae0x9a70x9c10x9b20x9c70x9b9	73
14925	0x9860x9930x9ad0x9be0x993	74
26214	0x9970x9a40x9bf0x9970x9cb0x9a40x9cd0x9f0	74
44677	0x9a60x9c70x9b60x9be0x99a0x9f0	74
20505	0x9950x9a80x9bf0x9b70x9cd0x9a00x9a40x9ae	75
9552	0x9a60x9c80x9a40x9cd0x9af0x9950x9be0x9df	76
11427	0x9850x9a40x9bf0x9950x9be0x9df	76
11428	0x9ac0x9bf0x9b60x9be0x9b20x9be0x9950x9be0x9df	76
11429	0x9ac0x9bf0x9b60x9be0x9b20x9be0x9950x9be0x9f0	76
13711	0x9a60x9c80x9a40x9cd0x9af0x9be0x9950x9be0x9f0	76
19487	0x9ac0x9bf0x9aa0x9c10x9b2	76
26619	0x9ac0x9bf0x9f00x9be0x99f	76
28314	0x9ad0x9bf0x9a30x9cd0x9a10x9be0x9950x9be0x9f0	76
28315	0x9ad0x9c00x9ae0x9be0x9950x9be0x9f0	76
32893	0x9b80x9c10x9ac0x9bf0x9b60x9be0x9b2	76
32894	0x9b80x9c10x9ac0x9c30x9b90x9ce	76
32895	0x9ac0x9bf0x9f00x9be0x99f0x9950x9be0x9df	76
32896	0x9ac0x9bf0x9f00x9be0x99f0x9be0x9950x9be0x9f0	76
32897	0x9ad0x9c00x9ae0x9950x9be0x9df	76
32898	0x9ac0x9c30x9b90x9a60x9be0x9df0x9a40x9a8	76
32899	0x99c0x9970x9a60x9cd0x9a60x9b2	76
34100	0x9b80x9cd0x9a50x9c20x9b20x9950x9be0x9df	76
40297	0x9ac0x9c30x9b90x9a60x9be0x9950x9be0x9f0	76
40298	0x9b80x9cd0x9a50x9c20x9b20x9be0x9950x9c30x9a40x9bf	76
42610	0x9ad0x9c00x9ae0x9cd0x9ac0x9be0x9950x9be0x9f0	76
11840	0x9aa0x9960x9c0	77
12605	0x9960x9c70x99a0x9f0	77
12823	0x9ac0x9bf0x9b90x997	77
12854	0x9ac0x9bf0x9b90x9970x9c0	77
12857	0x9ac0x9bf0x9b90x9820x997	77
12858	0x9ac0x9bf0x9b90x9990x9cd0x9970x9ae	77
12859	0x9ac0x9bf0x9b90x9820x9970x9ae	77
12992	0x9aa0x9a40x9cd0x9f00x9c0	77
13462	0x9950x9be0x9a30x9cd0x9a10x99a0x9be0x9f00x9c0	77
13541	0x9960x997	77
13542	0x9960x9970x9ae	77
17594	0x9970x9970x9a80x99a0x9f0	77
17595	0x9970x9970x9a80x99a0x9be0x9f00x9c0	77
17596	0x9970x9970x9a80x9ac0x9bf0x9b90x9be0x9f00x9c0	77
17597	0x9b60x9c20x9a80x9cd0x9af0x9970x9be0x9ae0x9c0	77
17662	0x9970x9970x9a80x9970x9a40x9bf	77
17663	0x9aa0x9a40x997	77
17664	0x9aa0x9950x9cd0x9b70x9a70x9f0	77
18130	0x9aa0x9a40x9a40x9cd0x9f00x9bf	77
22071	0x9890x9ce0x9aa0x9a4	77
22608	0x9950x9a30x9cd0x9a00x9be0x9970x9cd0x9a80x9bf	77
32748	0x9aa0x9a40x9cd0x9f00x9f00x9a5	77
32749	0x9a80x9ad0x9cc0x9950x9be	77
12445	0x98f0x9990x9c70x9f00x9c10x9f10x9be	78
17272	0x9850x9b80x9bf0x9a4	78
12008	0x9f00x9c10x9a70x9bf0x9f0	79
12599	0x9850x9b60x9cd0x9f0	79
14899	0x9f00x9cb0x9b90x9bf0x9a4	79
19082	0x9aa0x9b20x9950x9cd0x9b70x9be0x9f0	79
19948	0x9f00x9b80x9cd0x9af	79
21413	0x9930x99c0x983	79
32426	0x9850x9b80x9c30x995	79
32427	0x9f00x9950x9cd0x9a40x995	79
16152	0x9a80x9c00x9b20x9bf0x9ae	80
27979	0x9a80x9c00x9b20x9bf0x9ae0x9be	80
27980	0x9a80x9c00x9b20x9a40x9cd0x9ac	80
44831	0x9b80x9c10x9a80x9c00x9b2	80
9339	0x9a40x9a80x9c1	81
11481	0x9950x9be0x9df0x9be	81
13018	0x9850x9aa0x9980x9a3	81
13175	0x9970x9be0x9a40x9cd0x9f0	81
13409	0x9ac0x9bf0x9aa0x9cb0x9b7	81
13573	0x9b60x9f00x9c00x9b2	81
14273	0x9ad0x9cb0x9970x9be0x9df0x9a40x9a8	81
14331	0x9950x9b20x9c70x9f10x9f0	81
16355	0x9a40x9a8	81
20913	0x9870x9a80x9cd0x9a60x9cd0x9f00x9bf0x9df0x9be0x9a40x9a8	81
21117	0x9ac0x9aa0x9c1	81
21663	0x9850x9f10x9df0x9ac	81
23832	0x9850x9aa0x9980x9a8	81
33592	0x9850x9820x9970x995	81
33593	0x9a60x9c70x9b90x9aa0x9bf0x99e0x9cd0x99c0x9f0	81
33594	0x9a60x9c70x9b90x9ad0x9c30x9ce	81
33595	0x9a40x9a80x9c10x9f00x9c10x99a0x9bf	81
35448	0x9aa0x9cd0x9f00x9be0x9a30x9be0x9a70x9be0x9f0	81
41143	0x9970x9be0x9f1	81
43042	0x9a60x9c70x9b90x9ac0x9b20x9cd0x9b20x9ac	81
30899	0x9b60x9a40x9980x9cd0x9a80x9c0	82
12113	0x9aa0x9cd0x9f00x9be0x9a80x9cd0x9a4	84
13083	0x9850x9f10x9a70x9bf	84
13996	0x9aa0x9be0x9f00x9be0x9aa0x9be0x9f0	84
16866	0x9950x9be0x9b70x9cd0x9a00x9be	84
23881	0x9aa0x9cd0x9f00x9a40x9cd0x9af0x9a80x9cd0x9a4	84
26765	0x9b80x9c00x9ae0x9a80x9be	84
28019	0x9970x9a30x9cd0x9a10x9c0	84
28020	0x9970x9a30x9cd0x9a10x9bf	84
31223	0x9a40x9be0x9df0x9a60x9be0x9a60x9cd	84
34217	0x9aa0x9f00x9bf0x9b80x9c00x9ae0x9be	84
40621	0x9b80x9c00x9ae0x9be0x9f00x9c70x9960x9be	84
13164	0x9890x9ad0x9df	85
12083	0x9ad0x9bf0x9950x9cd0x9b70x9be0x9a80x9cd0x9a8	86
9831	0x9b80x9be0x9b90x9bf0x9df0x9be0x9b2	89
9832	0x9960x9be0x9ae0x9bf0x9a10x9be0x9a0	89
11580	0x9a80x9bf0x9f00x9cd0x9ad0x9df	89
13658	0x9a10x9be0x9a00x9c10x9f10x9be	89
